data,cdi_dia_pct,fator,cdi_acumulado
2013-08-20,0.031353,1.00031353,1.2655873046416117
2013-08-21,0.031353,1.00031353,1.265984104229236
2013-08-22,0.031353,1.00031353,1.2663810282254349
2013-08-23,0.031353,1.00031353,1.2667780766692143
2013-08-26,0.031353,1.00031353,1.2671752495995923
2013-08-27,0.031353,1.00031353,1.2675725470555992
2013-08-28,0.031353,1.00031353,1.2679699690762773
2013-08-29,0.033182,1.00033182,1.2683907068714162
2013-08-30,0.033182,1.00033182,1.2688115842757703
2013-09-02,0.033182,1.00033182,1.2692326013356647
2013-09-03,0.033182,1.00033182,1.2696537580974399
2013-09-04,0.033182,1.00033182,1.2700750546074517
2013-09-05,0.033182,1.00033182,1.2704964909120715
2013-09-06,0.033182,1.00033182,1.2709180670576858
2013-09-09,0.033182,1.00033182,1.271339783090697
2013-09-10,0.033182,1.00033182,1.2717616390575222
2013-09-11,0.033182,1.00033182,1.2721836350045943
2013-09-12,0.033182,1.00033182,1.2726057709783616
